IDText,Text,predicted_label
TXT0492,peningkatan anggaran riset dan inovasi menjadi 1 dari pdb pada tahun 2029 akan menjadikan ganjarmahfud sebagai pilihan yang tepat shikuzakatomo happy new year   l3bihbaik,Ekonomi
TXT0493,kenapa waktu jaman pak anies beliau nggak pernah ngeluh anggaran jakarta tidak cukup padahal waktu itu covid 19 melanda ãâÿââ inilah kehebatan pak anies pengelolaan anggarannya berarti pas ãâÿââãâÿââš re mdy_asmara1701,Politik
TXT0494,ganjar di sini paling keren dan memahami sih sob kongkrit dan terukur pertanyaan 6 globalisasi strategi promosi budaya populer nusantara untuk pertumbuhan ekonomi abw alokasi sd yang cukup di kebudayaan dipandang sbg investasi kuliner seni film tumbuh dan dibawa global,Ekonomi
TXT0495,zarryhendrik padahal pertanyaan2 anies bisa dijawab dengan mudah oleh prabowo karena dia yg pegang menhan 4 tahun ini disinggung kesejahteraan tni malah plonga plongo disenggol food estate pundung emang kosong silakan lanjut cebokin zar,Politik
TXT0496,kawasan ekonomi khusus bakal jadi kekuatan baru terutama buat investasi ganjar mahfud mantap leongleong07 happy new year   l3bihbaik,Ekonomi
TXT0497,capres nomor urut 02 prabowo subianto yakin banget kalo ningkatin kualitas hidup para penyelenggara negara bisa neken kasus korupsi di indonesia omongan ini belio sampein di acara paku integritas di kantor kpk semalem rabu 171 cnnindonesia re cnnindonesia,Politik
TXT0498,   prabowo fakta korupsinya sudah didapat belum kan gw reply karena gw pingin tau kalo emang ada buktinya,Politik
TXT0499,sekretaris dewan pakar timnas amin wijayanto samirin sebut aniesmuhaimin akan menghapus pph untuk kelompok tertentu agar pajak menjadi stimulus pergerakan ekonomi re kumparan,Ekonomi
TXT0500,ganjarpranowo mohmahfudmd terima kasih ganjar karena responsif dan proaktif dalam mengatasi permasalahan masyarakat menciptakan kesejahteraan bersama,Politik
TXT0501,pemimpin berintegritas ganjar pranowo prof mahfud memastikan  bebas korupsi menciptakan lingkungan yang bersih dari praktikpraktik yang merugikan rakyatjnk18e1 jnk  ,Politik
TXT0502,ganjarmahfud mari jadikan olahraga sebagai sarana untuk mempererat persatuan sibas_ilham happy new year   l3bihbaik,Sosial Budaya
TXT0503,resty_j_cayah prabowo gerindra andre_rosiade debat pertama pak prabowo sudah menyatakan kalau dia jadi pemimpin adalah untuk memajukan bisnis nya kalau tidak jadi pemimpin bisnisnya akan mandek ãâÿââãâÿââ benar mau dipilih lagi,Politik
TXT0504,ajengcute16__ jokowi prabowo anggaran apbn ini duit rakyat dipake agenda kampanye dgn tim sukses hadir paraaaaahhhhh,Politik
TXT0505,ganjarmahfud akan mempromosikan investasi dalam energi terbarukan pitaz13 happy new year   l3bihbaik,Sumber Daya Alam
TXT0506,cuitcuap_ masbowogbran pastinya paling paham bagaimana cara investasi semangat yg bagkitan semangat rakyat utk sejahterain indonesia kita  karenahati baikpakbowo prabowo ,Politik
TXT0507,kiki_daliyo ganjar pranowo pak ganjar mampu menjaga dan merawat nilai2 pancasila mahfud hebat    l3bihbaik happy new year,Ideologi
TXT0508,aksi nyata pasangan capres cawapres ganjar pranowo mahfud md perjuangkan kredit 35 untuk koprasi dan umkm mari bersama sukseskan bisnis lokal nct wish jnk  ,Ekonomi
TXT0509,analisis tajam rocky gerung ungkap kolaborasi aniesganjar hadapi kecurangan jokowi di pilpres 2024 re oposisicerdas,Politik
TXT0510,mantan pimpinan kpk anies capres paling minim risiko korupsi re geloraco,Politik
TXT0511,ganjarmahfud akan memastikan kolaborasi efektif antara pemerintah dan swasta untuk memajukan riset dan inovasi sdesfiani happy new year   l3bihbaik,Politik
TXT0512,program susu gratis tuai kecaman prabowo beberkan bakal impor 15 juta sapi dari india,Ekonomi
TXT0513,afutami ganjarpranowo i love how pak anies influence other to do positive things respect buat pak ganjar membuktikan dirinya juga menjunjung tinggi demokrasi kalo kubu sebelah melakukan sgala cara agar menang doa gue smoga tuhan yang turun tangan di pemilu kali ini re khairinoona,Politik
TXT0514,ternyata acara desak anies itu sudah di lakukan dari semenjak beliau jadi gubernur dkijd fix ya bukan hnya saat pilpres aja re sylvi4angraini,Sosial Budaya
TXT0515,baliho prabowo gibran menutupi icon selama datang kota batam coba bawaslu_ri tolong di tindak karena ini sudah jelas pelanggaran karena memasang baliho di icon selamat datang kota batam re yurissa_samosir,Politik
TXT0516,ganjarpranowo mohmahfudmd pak ganjar menyoroti kesejahteraan guru ngaji karena beliau menyadari bahwa guru ngaji mengajarkan anakanak mengaji dengan baik,Sosial Budaya
TXT0517,calon presiden capres nomor urut 1 anies baswedan menanggapi tudingan dirinya tendensius saat debat pilpres 2024 putaran ketiga lantaran kerap saling sindir dengan capres nomor urut 2 prabowo subianto ãââœdi dalam diplomasi internasional kita harus menunjukan posisi dan tidak bisa di dalam diplomasi internasional kita sungkanãââ ujar anies di gorontalo dikutip selasa 912024 capres besutan koalisi perubahan ini pun menegaskan bahwa sekali pun kenal akrab dengan seseorang yang memiliki kepentingan kita tetap berhak untuk menyuarakan pendapat simak berita selengkapnya di hardnews_politik newsone  politik tvonetvpemilu  maumemilih capres cawapres pemilu2024 pilpres2024 aniesbaswedan   re tvonenews,Politik
TXT0518,program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa jnk ,Ekonomi
TXT0519,ajengcute16__ jokowi prabowo heh itu belinya dari hasil uang pajak rakyat indonesia makasih sama rakyat bukan sama 2 orang yg cuma numpang nama sama kampanye aji mumpung tahu mali sedikit,Politik
TXT0520,5 semua agama di rangkul pak anies kemaren hadir dengan umat non muslim tapi kenapa yang rame dan menjadi pembicaraan hanya kehadiran pak anies di kelompok muslim coba kalian juga melihat fakta ketika pak anies hadir dengan golongan nonis,Sosial Budaya
TXT0521,swasta akan mendapat manfaat dari insentif pajak dan subsidi yang diusulkan oleh ganjarmahfud slowrandom happy new year   l3bihbaik,Politik
TXT0522,jokowi di 2019 melontarkan hal yg persis sama dgn yg dilontarkan anies dalam debat kemarin tapi mengapa jokowi reaktif bukan hanya dalam soal pengkhianatan konstitusi dan konfigurasi koalisi bahkan di urusan debat pilpres saja dia masih ikut cawecawe ada apa dengan jokowi mungkin dia kecewa dengan penampilan prabowo sehingga cemas anaknya bisa kalah karena ulahnya apalagi belakangan prabowo semakin menunjukkan sifat aslinya tidak ada yg berubah dengan tabiat prabowo dia purapura lucu untuk menutupi karakter tantrum eksplosifnya yg sulit diterka padahal menurut saya kalah atau menang prabowo kelak tetap akan menggelisahkan jokowi hari ini prabowo bermanismanis kepada jokowi karena dia masih jadi anak buahnya bayangkan perlakuan prabowo kepada jokowi jika kelak prabowo jadi majikan jokowi ngeri mas naudzubillah re islah_bahrawi,Politik
TXT0523,bersama wong cilik ganjar pranowo mahfud md wujudkan pemerintahan yang mampu mendengar aspirasi rakyat ganjar mahfud hebat coblos3 3gm memimpin indonesia ,Politik
TXT0524,jangan sampai tertipu penipu pak prabowo pst inget pesan legendnya pak ahok jangan bohongin rakyat cuma karena mau jd gubernur sekarang dia pake lagi utk ambisinya yg lebih besar cukup jakarta aja yg gagal mengambil keputusan yg fatal jangan indonesia ãâÿââƒãââãââãââãâÿââãâÿââƒãâœâœ re naydonuts,Politik
TXT0525,anis mengkritik pertahanan indonesia dengan maksud  prabowo tapi secara tidak langsung anis membuka aib kemampuan militer indonesia saya sepakat dgn pak ps keamanan sifatnya rahasia persoalan pertahanan kita terkait soal anggaran amp kemandirian teknologi,Pertahanan dan Keamanan
TXT0526,ganjarmahfud magnet investasi bagi pengembangan industri marsyafilzah happy new year   l3bihbaik,Ekonomi
TXT0527,hingga akhir 2023 masih dukung ganjar pimpinan ponpes buntet kini balik dukung prabowogibran re oposisicerdas,Politik
TXT0528,jakarta yakin kehangatan keluarga ganjar pranowo akan membawa kehangatan pada pemerintahan nasional ganjar mahfud hebat coblos3 3gm  ,Politik
TXT0529,kita ini kurang banget media untuk mencecar pemerintah langsung di dpn muka mereka pak anies cuma mencoba utk mewakili pertanyaan rakyat yg minta  pemerintah msh bagus pak anies sabar mngkn klo aku bakal ãâÿââ ãâÿââ ãâÿââãâÿââãâÿââˆ wkwkwkwkkwkwãâÿââ re ellinoyaa,Politik
TXT0530,ganjarmahfud akan membawa semangat persatuan melalui olahraga di seluruh indonesia 111alfin happy new year   l3bihbaik,Sosial Budaya
TXT0531,calon presiden nomor urut 3 ganjar pranowo mengaku sudah menentukan postur pemerintahan jika terpilih menjadi presiden pada 2024 j ganjarpranowo pemilu2024 ganjarmahfud  re kompascom,Politik
TXT0532,ki_priok cnnindonesia beginilah bahasa kelompok yg penuh kebencian terhadap jokowiapa salah nya prabowo bekerja sama dg pemerintah yg sah sebagai pengabdian terhadap negara,Ideologi
TXT0533,prabowo adalah menhan terburuk sepanjang sejarah indonesia berdiri anggaran bertambah tapi jebol sama perahu kayu rohingya ini bukan karena pertahanan kita kurang canggih dan kuat2 melainkan karena menhan sibuk ngurusin singkong indonesia hanya menunggu kehancuran kalau dipimpin prabowo re paltiwest,Pertahanan dan Keamanan
TXT0534,ernestprakasa gw sih ga masalah pajak gw dan pajak banyak orang di luar sana di pake buat ngasih info ke umum biar gak banyak orang tersesat di buat data anies dan ganjar,Sosial Budaya
TXT0535,diberi nilai kecil oleh ganjar dan anies prabowo ungkap prestasinya selama jadi menhan re oposisicerdas,Politik
TXT0536,tepat kata prabowo jangan menjadi pemimpin yang suka menghasut tidak beretika dan tukang omonomon,Politik
TXT0537,ganjar vs prabowo di acara paku integritas kpk ganjar dlm memberantas korupsi menjaga independensi kpk transparansi anggaran miskinkan koruptor kirim ke nusakambangan prabowo naikkan gaji pejabat kasih kediaman resmi yg mewah silahkan dinilai ganjar presiden rakyat  re ch_chotimah2,Politik
TXT0538,zoelfawzie mochamadarip basi ngomong penculik saja yang muncul setiap pesta demokrasi pertanyaan kenapa ibu megawati mau menggandeng saat pesta demokrasi 2009 megawati prabowo,Politik
TXT0539,smntara prabowo malah dgn bangga menguasai tanah hampir 500ribu hektar bahkan stelah dia bicara secara lugas mau ngatasi ketimpangan kemiskinan dan semua jargon2 kenegaraannya yang template slama 3 kali debat dan kbengisan dilanjut oleh para buzzernya dg giring opini mcam ini,Sosial Budaya
TXT0540,cnnindonesia ian wilson univ murdoch saya sama sekali tak melihat jokowi sebagai seorang demokrat manuver jokowi sbg bagian dari tren antidemokrasi yang dianut banyak politikus indonesia para politikus itu termasuk prabowo yang pernah berharap menggantikan ayah mertuanya soeharto re ccwithsybil,Politik
TXT0541,ãâââœãâââšãâââãâââšãâââ ãâââãâââãâââšãâââãâââ ãâââãâââãâââšãâââãâââãâââ ãâââãâââãâââšãâââãâââãâââãâââ ãâââãâââãâââãâââãâââ ãâââãâââšãâââãâââ²ãâââšãâââ ãâââšãâââãâââšãâââ ãâââãâââžãâââãâââšãâââãâââãâââžãâââãâââšãâââ ãâââƒãâââžãâââãâââšãâââ oleh septian r dengan nada meletupletup tangan memukulmukul udara prabowo subianto meluapkan kekesalannya karena  mandek setelah dirinya tidak berkuasa momen di mata najwa itu jelas mengakhiri rasa penasaran publik kenapa dia betulbetul sangat bernafsu menggenggam kekuasaan ya ada dendam yang belum dituntaskannya di masa kekuasaan orde baru prabowo memang bagai anak emas karena mampu membangun banyak bisnis untuk mempertebal kekayaannya sampaisampai ratusan ribu hektar lahan negara dia kuasai namun setelah orde baru tumbang nepotisme perlahanlahan mulai disikat dan ini berdampak terhadap prabowo satusatunya agar bisa mengembalikan semua kejayaan itu adalah dengan meraih kekuasaan sudah pasti sesuatu yang diraih dengan ambisi menggebugebu akan dimanfaatkan betul jika sudah dalam genggaman begitupun kekuasaan bagi prabowo ia akan menggunakannya untuk memenuhi hasrat pribadi dan kelompoknya lain tidak kita bisa berkaca dari proyek food estate di kalteng baru menjabat menteri saja proyek triliunan itu menguap entah kemana ada 600 hektar lahan singkong mangkrak dan 17000 sawah baru tak kunjung panen proyek itu dijalankan pt agrinas milik kementerian pertahanan orangorang kepercyaan prabowo di gerindra banyak menjabat pimpinan disana jajaran komisaris juga diisi para purnawirawan tni yang juga anggota tim kampanye prabowo pada 2019 cerita mungkin akan berbeda jika proyek pangan itu dipegang oleh ahlinya tentu saja dari perencanaan dan pelaksanaan akan lebih matang dan terukur kalau sudah pengedepankan nepotisme begini wajar publik curiga proyek itu hanya lahan untuk mengeruk duit rakyat itu baru food estate bayangkan jika prabowo berkuasa ada banyak sektor lain yang akan dikuasai dia dan kronikroninya sebut saja misalnya program makan siang dan bagibagi susu yang anggarannya mencapai rp 450 triliun pertahun untuk susu perah saja produksi dalam negeri kita hanya sanggup memenuhi 20 persen penduduk sisanya impor dari austalia dan selandia baru sudah pasti jika program tak masuk akal itu dipaksakan justru akan semakin menambah beban impor bisa ditebak yang diuntungkan selain peternak asing adalah importir yang sudah pasti akan diisi kronikroni prabowo disitu akan sangat rawan permainan dan celah korupsi karena beban anggaran itu sektorsektor belanja negara yang lain pun akan terdampak pantas saja prabowo sendiri di acara sarasehan ekonom menyebut anggaran program ini akan diambil dari dana pendidikan dan bansos artinya dana bos ataupun subsidi pendidikan akan dipangkas dan bantuan sosial yang selama ini dinikmati warga kurang mampu juga akan dipotong belum lagi wacana menaikkan pajak yang jelas akan membenani rakyat jika dipikirpikir situasinya betulbetul akan semakin kacau tatanan dan juga program yang selama ini dirasakan manfaatnya untuk rakyat akan dirusak hanya untuk program makan siang gratis yang sebenarnya cuma menguntungkan kronikroni prabowo re melihat_indo,Politik
TXT0542,nazarpemilu prabowo kalah di putaran pertama gue traktir 10 orang pendukung siapapun makan di restoran abunawas re kursi_tribun,Politik
TXT0543,dari sini aja sudah keliatan sadisnya nyerang secara personal bilang gak punya potongan diktator ato otoriter sambil ngelirik prabowo dan nyerang mslh rekam jejak pelanggaran ham pdhl dia sendiri tidak mengusut pelanggaran ham itu selam 5 tahun 20142019 re bospurwa,Politik
TXT0544,bu khofifahip kenapa masa jabatanya jadi mundur harusnya selesai tanggal 31 desember 2023 jadi 13 februari 2024 sebegininya ya demi kepentingan prabowogibran masyarakat mungkin pada tidak menggagas issu ini kan padahal penundaan masa jabatan melalui mk dan di kabulkan oleh mahkamah konstitusi ya allah lindungi bangsa ini dari orangorang yang serakah ãâÿââ re gus_raharjo,Politik
TXT0545,ganjar internet jangan dikorupsi wan angin langsung melet2 lidah langsung teringat menterinya om bewok yang ketangkap debatcapres re kurawa,Politik
TXT0546,ganjarmahfud akan memastikan bahwa desadesa kita memiliki akses yang adil ke pelayanan publik afgantws happy new year   l3bihbaik,Sosial Budaya
TXT0547,xquitavee prabowo gibran_tweet kpk_ri aniesbaswedan udah pernah di periksa sebanyak tiga kali bersih ngk ada korupsi sekarang malah ketua kpk nya yg di tangkap krna kasus pemerasan,Politik
TXT0548,program pasangan capres cawapres ganjar pranowo dan mahfud md dorong pertumbuhan ekonomi yang merata di setiap desa jnk ,Ekonomi
TXT0549,program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa jnk ,Ekonomi
TXT0550,sumbar disebut tak lagi lumbung suara prabowo suara amin ditargetkan tembus 80 re oposisicerdas,Politik
TXT0551,luas jogja 318rb hektar luas jakarta 66rb hektar luas singapura 73rb hektar,Sumber Daya Alam
TXT0552,makan malam jokowiprabowo merusak psikologis pendukung anies dan ganjar re oposisicerdas,Politik
TXT0553,mazzini_gsp anies terlihat arogan pada sesi debat ini prabowo fokus pada utang dia tdk pernah menyinggung ttg korupsi ganjar mulai keliatan dewasa pada sesi ini re dodon_alone,Politik
TXT0554,tan_mar3m fahrihamzah orang munafik yg sok idealis skrg dia udah buka topeng aslinyamana tau dpt kursi menteri ãâÿââãâÿââ itupun kalau prabowo menang tapi sorry yeeee rakyat gk suka prabowo skrgãâÿââãâÿââ,Politik
TXT0555,faizalassegaf debat capres ganjar danãâ masih belum merespon aspirasi kelompok oposisi yang menuntut lengserkan ãâ serta kekhawatiran soal pilpres yang terancam curang ganjar mahfud hebat coblos3 3gm  debatcapres,Politik
TXT0556,solid01 nahh itu dia laeku ga bisa dibuka semua data itu pernah prabowo waktu di senayan lawan anggota dpr ri ga bakalan mau rapat terbuka utk bahas anggaran krn memang rahasia negara ada beritanya itu,Politik
TXT0557,teknologi militer terus berkembang mari kita investasikan dalam pertahanan untuk masa depan yang aman garagara prabowo kodekita08 ,Pertahanan dan Keamanan
TXT0558,ganjarpranowo aniesbaswedan mohmahfudmd prabowo ganjar mahfud taat pada hukum dan konstitusi ganjar mahfud adalah peluru yg tak terkendali dalam pemberantasan korupsi di indonesia ,Politik
TXT0559,ãâÿââãââãâÿââãââãâÿââ kebersamaan ganjar pranowo dengan srimulat adalah pelajaran bahwa politik bisa dijalani dengan sikap santai dan penuh tawa ganjar mahfud hebat l3bihbaik   uang saku posyandu,Politik
TXT0560,abah anies janji bakal revisi uu kpk untuk kembalikan kepercayaan publik ãâÿââ calon presiden capres nomor urut 1 anies baswedan berjanji akan melakukan pembenahan terhadap komisi pemberantasan korupsi kpk apabila memenangi pemilihan presiden pilpres 2024 langkah pertama anies untuk membenahi lembaga antirasuah yaitu dengan merevisi undangundang uu nomor 19 tahun 2019 tentang perubahan atas uu nomor 30 tahun 2002 tentang komisi pemberantasan tindak pidana korupsi menurut anies langkah merevisi uu tersebut bertujuan untuk mengembalikan kepercayaan publik sekaligus mengembalikan kpk seperti dulu sebagai lembaga yang memiliki kemampuan memberantas korupsi kita mengembalikan agar kpk berwibawa lagi secara legal seperti dulu dan ini artinya merevisi undangundang kpk kami ingin agar revisi ini bisa mengembalikan kpk pada posisi yang kuat ujar anies dalam pemaparannya di acara paku integritas calon presiden dan calon wakil presiden di gedung kpk jakarta rabu 1712024 malam selain memperbaiki uu anies juga berkomitmen agar menciptakan standar etika yang tinggi di tubuh kpk anies menginginkan supaya semua unsur kpk kembali seperti dulu ketika di mana para pegawainya tidak mau ikut makan atau tak ingin mengikuti kegiatan yang tidak didanai oleh kpk standar yang tinggi itu harus dikembalikan di kpk sehingga bukan saja  memberikan kekuatan dan kemandirian tetapi juga di dalamnya baik pimpinan maupun staf bekerja dengan kode etik yang amat tinggi ujar anies anies juga ingin memperbaiki rekrutmen baik di tingkat pimpinan maupun di tingkat pegawai seperti yang tadi disampaikan yang diusulkan presiden tingkat pimpinan maupun rekrutmen staf yang bukan hanya mencari pekerjaan tetapi menjadi tempat untuk memberantas korupsi imbuh dia sumber  re tijabar,Pertahanan dan Keamanan
TXT0561,hukum menjadi pondasi kokoh dalam bisnis umkm berkat ketegasan capres ganjar pranowo dalam menegakkan supremasi hukumjnk  ,Ideologi
TXT0562,100 hari terpilih amin marsda purn supomo anies baswedan susun roadmad kedaulatan siber nasional ãââœkita baru tahap membangun keamanan siber maka insya allah paslon nomor urut 1 anies muhaimin bisa memenangkan pd putaran yang pertamaãââ nenkmonica,Pertahanan dan Keamanan
TXT0563,ãâÿââ yang punya nama dan terkenal aja dibungkam kebebasan bicaranya oleh pak ganjar pranowo gimana kita genks ubanbukanpakdeãâ ganjar mahfud hebat l3bihbaik   sikat kkn,Politik
TXT0564,gw gak habis pikir liat orang bisa pilih anies hanya karena liat dia ngemeng2 doang di desak anies or live tiktok gak liat cara2 dia utk bisa jadi gubernur dki sblmnya seprti apa gak liat hasilnya berbanding janjinya utk jakarta seperti buat jadi pemimpin itu walk the talk re peter_shearer,Politik
TXT0565,program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa jnk ,Ekonomi
TXT0566,jika anies dianggap arogan dan menyerang sisi personal prabowo ketahuilah bahwa masalah yang dimiliki prabowo sekarang sesungguhnya adalah masalah publik ini adalah masalah ketidakadilan prabowo menguasai 340 rb ha lahan dg status hgu sementara krisis lahan dialami oleh para petani kita akibat banyak sekali alih fungsi lahan termasuk akibat dikuasai oleh segelintir elite negara ini padahal lahan adalah faktor produksi penting apalagi bagi petani efek dari krisis lahan ini bisa berdampak pada krisis pangan visimisi prabowogibran mengungkit soal ekonomi pancasila sementara apa yang dilakukan prabowo justru sama sekali tidak mencerminkan ekonomi pancasila gambar ideas re gradynagara,Ekonomi
TXT0567,semoga nanti regulasi platform digital dari ganjarmahfud beneran membawa dampak positif buat kita semua dindinbub happy new year   l3bihbaik,Sosial Budaya
TXT0568,ganjarpranowo mohmahfudmd kepemimpinan ganjar menciptakan iklim investasi yang kondusif mendorong pertumbuhan ekonomi dan menciptakan lapangan kerja,Ekonomi
TXT0569,soal sanggahan prabowo terkait debat capres ke 3 pak mahfud memberi komentar ãââœanggaran pertahanan harus dibuka ke publik kalau ngajak ngomong berdua itu rembuk bukan debatãââ ah wowo bisa aja ngelesnya ngeles karena gak menguasai data pertahanan ãâÿââ   l3bihbaik coblos3 re mulanbilqis,Pertahanan dan Keamanan
TXT0570,lihat kebahagiaan mereka ketemu ganjar sappo keinginan mereka ganjar jika jadi presiden seperti saat jadi gubernur yg seperti ini ga akan bisa dibeli rembuganjar  hapus kredit macet momen ganjar pranowo disambut petani di blora 4 des 2024 ganjar berkomitmen menghapuskan 600 miliar hutang macet petani di bank pemerintah re anak__ogi,Ekonomi
TXT0571,gus_raharjo ganjar pranowo pak ganjar selalu mementingkan kesejahteraan rakyat nya mahfud hebat    l3bihbaik happy new year,Politik
TXT0572,risahart justru prabowo yg memberi contoh buruk soal etik bilang ndasmu diforum sendiri wakilnya atas pelanggaran etik berat ngomong menyesatkan bilang belajar lagi soal ekonomi kelulusan fe ugm tolong kasih prabowo kaca yg gede biar bisa ngaca gblok re ahora_baila,Politik
TXT0573,prabowo umumkan nama baru koalisi jadi koalisi indonesia maju borneonews ,Politik
TXT0574,karena mereka sudah menyandera kpu dan bawaslu makanya santai aja melakukan  begini wong pilpres aja kalau dukung prabowo gibran kasus langsung aman menangkan ganjar mahfud masuk semua itu ke penjara re paltiwest,Politik
TXT0575,den bokep ngomporin wan aibon agar berani menyerang pak prabowo sedangkan wan aibon nyeleh tangan utk menyerang prabowo ketika dia tanya den bokep berapa score yg akan diberikan untuk penanganan pertahanan prabowo sdh menunjukkan kejujuran mengakui keberhasilan pak jokowi,Pertahanan dan Keamanan
TXT0576,program pasangan capres cawapres ganjar pranowo dan mahfud md dorong pertumbuhan ekonomi yang merata di setiap desa jnk ,Ekonomi
TXT0577,kontrak terbuka ganjar pranowo adalah cermin dari kepedulian untuk kita semua yuk bersama jaga kedaulatan panganjnk  ,Politik
TXT0578,tim nasional pemenangan anies  iskandar timnas amin mengatakan gerakan di dunia maya dan media sosial dukungan kepada amin merupakan hasil organik karena pihaknya tidak mempunyai uang ketika harus membayar influencer salah satu sasaran pemilih itu generasi muda dan tiktok menjadi sarana untuk menyampaikan visi dan misi pasangan amin kami tidak mempunyai duit untuk influencer ujar wakil deputi konten kreator timnas amin sonny muhammad jumat 512024 simak berita selengkapnya hanya di hardnews_politik newsone  aniesbaswedan  cakimin timnasamin politik tvonetvpemilu  maumemilih capres cawapres pemilu2024 pilpres2024 re tvonenews,Politik
TXT0579,momon_gemoy kemhan_ri prabowo aniesbaswedan ganjarpranowo jangan sombong dan nir etika dulutuh ada yang komplain ke kemenhan belum dibayar  forum debat rahasia2 lah di x di beberinkalau kalah debat ngaku aja jangan bacot digas2nir etika banget jadi pendukung,Pertahanan dan Keamanan
TXT0580,jangan mudah terpengaruh ganjar jamin bansos tetap ada ktp sakti tonggak menuju kesejahteraan yang merata jnk  ,Politik
TXT0581, anies tau kelemahan prabowo sekali kesinggung fakta langsung meletup2 ãâÿââ,Politik
TXT0582,resty_j_cayah prabowo kmi slah satu diantra mrka yg mmyumbng scra ska rela walaupun duit kmi bkn dlm kntong yg di pegang sm prabowo tp stidak2nya kmi sdh mati2an dkung dan berjuang saat 2019 yg lalu wlaupun pda akhirny dikhianati anda ga than oposisi ga tkut hilng jabatan tpi tiap pemilu clon trus,Politik
TXT0583,ketahanan adalah investasi untuk masa depan yang aman mari tingkatkan anggaran pertahanan garagara prabowo   02melanjutkan,Pertahanan dan Keamanan
TXT0584,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajn18a jnk  ,Politik
TXT0585,hajatan demokrasi ri februari 2024 tempat kita bersuara guys dan bersamasama kita bisa membuat suara kita terdengar dengan memilih capres ganjar pranowo   jnk,Politik
TXT0586,anies si pengemis online nyatanya cuman buat dana kampanye doang ngejar kursi aja dialektika_post aniesmodal janjipalsu makindiserang makindipilih masganjar bukanpakde   ,Politik
TXT0587,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajn18a jnk  ,Politik
TXT0588,goganjargo ganjar optimis capai pertumbuhan ekonomi 7 sahabatganjarãâ ãâ ganjar  generasigotongroyongãâ ganjar mahfud hebat l3bihbaik   uang saku posyandu,Ekonomi
TXT0589,pt food station cipinang jaya karya anies sukses petani untung harga pangan stabil segala musim gak kayak food estate bikinan jokowi prabowo tanam singkong tumbuh jagung panen anggaran   re bianca01403,Ekonomi
TXT0590,ãâÿââãââãââãââ bersama ganjar pranowo kita wujudkan kesejahteraan yang adil dan merata  pangandaran pangandaranãâ ganjar mahfud hebat coblos3 3gm nazarpemilu ,Politik
TXT0591,janganjangan nih wan angin sengaja  fakta soal pengeluaran prabowo lapotuak13 dukungantulus untuk02 penasaran kebebasan ptn top 10 menhan nyebokin nangisin goblok pt tmi,Politik
TXT0592,bowo ga ada pengalaman di pemerintahan jd menhan cuma ttd sj pantes klu omon omon cuma umum sj ga spesifik ãâÿââ gaji udh gede tp bnyak yg korup krn serakah termasuk yg omon2 sawit 500 rb alphard samsul ga msk lhkpn gimana mau berantas korup klu ketua kpk bpk dll korup ganjar mahfud pengalaman 20th paket lengkap pernah dpr eksekutif yudikatip nasionalis agamais hukum u pengusaha tenang aman 2 sj u kurangi korupsi 1pencegahan dgn digital e planning e buggeting e non tunai dll 2pilih sdm yg jujur spt ahok 3hukum mati korup kirim ke nusakambangan sita aset korup dll sistim bagus tp klu orang serakah buat korup tetap jebol 2023 rezim jkw banyak mentri korup 350 t pencucian uang 8 t bts 500 t dana pembangunan strategis nasonal blm lg markup apbnd 30 ganjarpranowo mohmahfudmd cuma gama yg terbukti bersih berani sikat kkn mboten korup mboten ngapusi capres lain malah terduga korup pesawat tua 12 t korup food estate rugi 110 t formula e bansos hibah u radikal 2 t lbh p gebang dll re ganjar_mahfud03,Politik
TXT0593,rt prabowogibran yang mengutamakan pengembangan pemuda salah satunya dengan menempatkan anak muda dalam posisi strategis menyambut bonus demografi indonesia sebagai titik awal menuju indonesia emas 2045   re se0k0,Sosial Budaya
TXT0594,pr liburan yth buzzer 01 tolong dijawab pertanyaan pada kolom merah di bagian bawah poster kan sudah dua bulan ini buzzer anies dengan cerdik mengajak buzzer ganjar untuk menyerang pak jokowi menyebar video pak prabowo saat jadi oposisi memainkan tipis2 isu sara menghina membully gibran dll hasilnya pak ganjar makin turuuuun pak anies stabil seolah asal bukan prabowo tapi sebenarnya adalah kita kalahkan pranowo re hariqosatria,Politik
TXT0595,gerindra ãââœanda tidak berhak berbicara etika karena anda tidak mencerminkan etikaãââ ãââœjangan karena ambisi pribadi menghasut rakyatãââ boleh2 nih pak prabowoãâÿââ re cresanessa,Politik
TXT0596,jadi ikut sedih juga ãâÿââ² pak prabowo memang sering membuat orang menangis ketika melihatnya saah satunya ibu damaris hutabarat ibu ucok munandar korban penghilangan paksa aktivis 98 yang baru meninggal tahun lalu tanpa tahu di mana jasad anaknya re andikamalreza,Sosial Budaya
TXT0597,cak imin kritik susu gratis prabowogibran susunya enggak ada pasti impor re democrazymedia,Politik
